;molecule_chembl_id;units;IC50;smiles;pIC50;MW;HBA;HBD;LogP;rule_of_five_conform
316;CHEMBL3985969;nM;4.6;CC(=O)N1CCN(C(=O)c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)CC1;8.337242168318426;565.193688972;5;0;4.111480000000004;yes
317;CHEMBL3892133;nM;4.6;CSc1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.337242168318426;457.107182476;4;0;5.529080000000004;yes
319;CHEMBL3917492;nM;4.7;CNCCNC(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.327902142064282;511.183124288;5;2;3.7563800000000027;yes
320;CHEMBL3917044;nM;4.7;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCC(O)CC1;8.327902142064282;540.198440004;5;1;4.650080000000006;yes
321;CHEMBL3955112;nM;4.7;CCS(=O)(=O)c1cc(C#N)ccc1C1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1C(=O)CC2;8.327902142064282;489.097011716;5;1;4.258580000000003;yes
322;CHEMBL3925786;nM;4.7;Cc1c(-c2ccnc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NC#N)cc2)cn1C(C)C;8.327902142064282;531.1551952880001;7;1;4.686200000000004;yes
324;CHEMBL3984532;nM;4.8;CN(C)CCNC(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.318758762624412;525.198774352;5;1;4.098580000000003;yes
325;CHEMBL3936041;nM;4.8;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1cnn(C)c1;8.318758762624412;548.178373256;6;1;4.470680000000004;yes
326;CHEMBL3924499;nM;4.8;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCC(N)CC1;8.318758762624412;569.2249891000001;6;1;4.590580000000004;yes
327;CHEMBL3963617;nM;4.8;Cn1cc(-c2cc(C#N)ccc2C2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)cn1;8.318758762624412;477.141259476;5;1;4.865480000000003;yes
329;CHEMBL3985012;nM;4.9;CNC(=O)N1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.309803919971486;455.120524032;5;1;3.911780000000003;yes
330;CHEMBL4114064;nM;4.9;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N[C@H]1C[C@H]1N;8.309803919971486;509.16747422400005;5;2;3.636580000000002;yes
331;CHEMBL3981645;nM;5.0;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1ccnnc1;8.301029995663981;546.162723192;6;1;4.527180000000005;yes
332;CHEMBL3894701;nM;5.0;CCC(CC)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)c(-c2cccc(C(F)F)c2)c1C;8.301029995663981;517.184683848;6;1;4.850920000000005;yes
333;CHEMBL3977940;nM;5.0;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1cn[nH]c1;8.301029995663981;534.162723192;5;2;4.460280000000004;yes
334;CHEMBL3915713;nM;5.0;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCCCO;8.301029995663981;512.167139876;5;2;3.9193800000000043;yes
335;CHEMBL3911026;nM;5.1;CN1CCN(C(=O)c2cc(C#N)ccc2C2C3=C(CCCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)CC1;8.292429823902062;551.214424416;5;0;4.5848800000000045;yes
336;CHEMBL3928409;nM;5.1;CS(=O)(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.292429823902062;475.081361652;5;0;4.136980000000004;yes
337;CHEMBL4111006;nM;5.2;CC[S+]([O-])c1cc(C#N)ccc1[C@H]1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1C(=O)CC2;8.2839966563652;473.10209709599997;4;1;4.592480000000003;yes
340;CHEMBL3967350;nM;5.3;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2cn3c(n2)S(=O)(=O)CC3)cn1C(C)C;8.275724130399214;508.1392108760001;7;1;3.337220000000002;yes
342;CHEMBL3932398;nM;5.3;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(N)=O;8.275724130399214;454.12527506400005;4;1;3.9060800000000038;yes
343;CHEMBL3939530;nM;5.3;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NC1COC1;8.275724130399214;510.151489812;5;1;3.935780000000003;yes
345;CHEMBL3907851;nM;5.4;CN(C)C(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.267606240177031;482.15657519200005;4;0;4.508980000000005;yes
346;CHEMBL3974416;nM;5.4;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1ccnn1C;8.267606240177031;548.178373256;6;1;4.470680000000004;yes
347;CHEMBL3941173;nM;5.4;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CC2CC1CN2;8.267606240177031;537.1987743520001;5;1;4.239480000000004;yes
348;CHEMBL3977540;nM;5.5;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCCF;8.259637310505756;500.14715338;4;1;4.506480000000004;yes
349;CHEMBL3965799;nM;5.5;CCNC(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.259637310505756;482.15657519200005;4;1;4.556880000000005;yes
351;CHEMBL3946789;nM;5.5;CCS(=O)(=O)c1cc(C#N)ccc1C1NC(=O)N(c2cccc(C(F)F)c2)C2=C1C(=O)CC2;8.259637310505756;471.106433528;5;1;4.177380000000003;yes
352;CHEMBL3978808;nM;5.6;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N[C@H]1C[C@@H]1N;8.2518119729938;509.16747422400005;5;2;3.636580000000002;yes
355;CHEMBL3896916;nM;5.7;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCCO;8.244125144327509;498.151489812;5;2;3.529280000000003;yes
356;CHEMBL3982126;nM;5.7;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CCC2)C1c1ccc(C#N)cc1-c1ccco1;8.244125144327509;491.14567616;4;0;6.457280000000005;yes
357;CHEMBL3961074;nM;5.7;COCCCNC(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.244125144327509;526.18278994;5;1;4.5734800000000035;yes
359;CHEMBL3959247;nM;5.7;COCCS(=O)(=O)c1cc(C#N)ccc1C1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1C(=O)CC2;8.244125144327509;519.1075764;6;1;3.885080000000002;yes
360;CHEMBL3980137;nM;5.8;CN(C)C(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.236572006437061;482.156575192;4;0;4.2655800000000035;yes
361;CHEMBL3950032;nM;5.8;CS(=O)(=O)c1cc(C#N)ccc1C1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1C(=O)CC2;8.236572006437061;475.081361652;5;1;3.8684800000000026;yes
362;CHEMBL3921323;nM;5.8;N#Cc1ccc(C2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)c(-c2cn[nH]c2)c1;8.236572006437061;463.125609412;4;2;4.855080000000003;yes
363;CHEMBL4111178;nM;5.9;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CC[C@@H](N)C1;8.229147988357855;523.183124288;5;1;3.980380000000004;yes
364;CHEMBL3907616;nM;5.9;Cn1ccc(-c2cc(C#N)ccc2C2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)cc1=O;8.229147988357855;504.140925128;5;1;4.830680000000003;yes
365;CHEMBL3931629;nM;6.0;Cc1cc(CNC(=O)c2cn(C(C)C)c(C)c(-c3cccc(C(F)F)c3)c2=O)ccc1S(C)(=O)=O;8.221848749616356;502.17378481599985;5;1;4.9841400000000045;yes
366;CHEMBL3937742;nM;6.0;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCC(=O)N1CCOCC1;8.221848749616356;581.188603592;6;1;3.395780000000003;yes
367;CHEMBL3979785;nM;6.0;CN1CCN(C(=O)CN2C(=O)N(c3cccc(C(F)(F)F)c3)C3=C(C(=O)CC3)C2c2ccc(C#N)cc2)CC1=O;8.221848749616356;551.178038908;5;0;3.4779800000000023;yes
370;CHEMBL3962456;nM;6.0;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1nncn1C;8.221848749616356;549.1736222240002;7;1;3.865680000000003;yes
371;CHEMBL3947054;nM;6.0;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCC(F)F;8.221848749616356;518.137731568;4;1;4.802080000000005;yes
372;CHEMBL3901683;nM;6.1;CC(C)(O)CNC(=O)N1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.214670164989233;513.162388844;6;2;4.052880000000003;yes
373;CHEMBL3983625;nM;6.2;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCC(C)(C)N;8.207608310501746;525.1987743520001;5;2;4.274280000000004;yes
374;CHEMBL3957785;nM;6.3;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCN2CCCC2C1;8.200659450546418;565.2300744800001;5;0;4.973380000000006;yes
375;CHEMBL3944244;nM;6.3;CN1CCN(C(=O)CN2C(=O)N(c3cccc(C(F)(F)F)c3)C3=C(C(=O)CC3)C2c2ccc(C#N)cc2)CC1;8.200659450546418;537.198774352;5;0;3.951380000000003;yes
376;CHEMBL3902427;nM;6.3;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NC1CC1;8.200659450546418;494.15657519200005;4;1;4.699380000000005;yes
377;CHEMBL3911289;nM;6.4;Cc1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.193820026016112;425.13511147599996;3;0;5.115600000000003;yes
378;CHEMBL4111193;nM;6.4;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N[C@@H]1CCNC1;8.193820026016112;523.183124288;5;2;3.898880000000003;yes
379;CHEMBL3659904;nM;6.5;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)c2nccn2[C@@H]1c1ccc(C#N)cc1;8.187086643357143;452.14601050800013;6;0;5.351780000000005;yes
380;CHEMBL3965922;nM;6.5;COCCNC(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.187086643357143;512.167139876;5;1;4.183380000000003;yes
381;CHEMBL3907339;nM;6.5;CN(CC1CCOC1)C(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.187086643357143;552.198440004;5;0;4.672280000000004;yes
382;CHEMBL595377;nM;6.6;COC(=O)C(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CCN(CC(=O)O)C(=O)C1=O)C(C)C)C(C)C;8.180456064458129;567.254042384;9;3;-2.2434999999999894;yes
386;CHEMBL3897616;nM;6.7;COCCOC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.173925197299173;499.1355054;6;0;4.960380000000005;yes
387;CHEMBL3978724;nM;6.8;Cn1cc(CNC(=O)CN2C(=O)N(c3cccc(C(F)(F)F)c3)C3=C(C(=O)CC3)C2c2ccc(C#N)cc2)cn1;8.167491087293763;548.178373256;6;1;4.227280000000002;yes
388;CHEMBL3894816;nM;6.9;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N[C@H]1CCNC1;8.161150909262744;523.183124288;5;2;3.898880000000003;yes
389;CHEMBL3938264;nM;6.9;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NC1CCOC1;8.161150909262744;524.167139876;5;1;4.325880000000004;yes
390;CHEMBL3965921;nM;6.9;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1cn(C)cn1;8.161150909262744;548.178373256;6;1;4.470680000000004;yes
392;CHEMBL2409450;nM;7.0;Cc1cccc(C(=O)n2nc(C#N)c3ccccc32)c1;8.154901959985743;261.090211972;4;0;2.9049000000000014;yes
393;CHEMBL3983571;nM;7.0;CS(=O)(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2ccnc(C(F)(F)F)c2)C(=O)N1S(C)(=O)=O;8.154901959985743;554.0541609240001;8;0;2.935480000000002;yes
394;CHEMBL4109714;nM;7.0;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1C[C@H]2C[C@@H]1C[N+]2(C)C;8.154901959985743;564.2217008680901;4;0;4.480280000000005;yes
395;CHEMBL3617961;nM;7.0;CCc1cc(OC)cc2nc(-c3cccnc3N3CC[C@H](N(C)C)C3)oc(=O)c12;8.154901959985743;394.20049069199996;7;0;2.9613000000000005;yes
397;CHEMBL3966931;nM;7.1;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1Br;8.148741651280925;489.02997348;3;0;5.5696800000000035;yes
398;CHEMBL3935345;nM;7.1;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCn2cncc2C1;8.148741651280925;560.178373256;6;0;4.659680000000005;yes
400;CHEMBL3912069;nM;7.1;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NC1CCNCC1;8.148741651280925;537.1987743520001;5;2;4.288980000000004;yes
401;CHEMBL355937;nM;7.2;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)COc1ccccc1OCC(=O)O)C(C)C)C(=O)c1nc2ccccc2o1;8.142667503568731;622.263878796;9;3;2.8255000000000017;yes
402;CHEMBL3922485;nM;7.2;CS(=O)(=O)N1C(=O)N(c2cccc(C(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.142667503568731;457.090783464;5;0;4.055780000000003;yes
404;CHEMBL4110122;nM;7.3;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1C[C@H]2C[C@@H]1CN2;8.136677139879545;535.183124288;5;1;3.9934800000000035;yes
405;CHEMBL3964865;nM;7.3;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NS(C)(=O)=O)cc2)cn1C(C)C;8.136677139879545;583.142247656;6;1;4.769720000000004;yes
406;CHEMBL3926467;nM;7.3;CC(C)N1CCN(C(=O)c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)CC1;8.136677139879545;565.2300744800001;5;0;4.973380000000006;yes
407;CHEMBL3941581;nM;7.3;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1-c1ccnn1C;8.136677139879545;491.1569095400001;5;0;5.207680000000005;yes
408;CHEMBL3955908;nM;7.4;CN1CCC(NC(=O)c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)C1;8.130768280269024;537.198774352;5;1;4.241080000000003;yes
409;CHEMBL357495;nM;7.4;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1ccc(OCC(=O)O)cc1)C(C)C)C(=O)c1nc2ccccc2o1;8.130768280269024;592.253314112;8;3;3.0603000000000025;yes
410;CHEMBL3954104;nM;7.5;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCN2CCCC2C1;8.1249387366083;563.214424416;5;0;4.7273800000000055;yes
411;CHEMBL3938940;nM;7.5;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCNCC1;8.1249387366083;523.183124288;5;1;3.8525800000000032;yes
412;CHEMBL3980881;nM;7.6;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NC1CCC(O)C1;8.119186407719209;538.18278994;5;2;4.450380000000005;yes
413;CHEMBL118176;nM;7.6;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](NC(=O)COc1ccc(OCC(=O)O)cc1)C(C)C)C(=O)c1nc2ccccc2o1;8.119186407719209;622.263878796;9;3;2.8255000000000017;yes
414;CHEMBL595073;nM;7.6;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)COc1ccc(OCC(=O)O)cc1)C(C)C)C(=O)c1nc2ccccc2o1;8.119186407719209;622.263878796;9;3;2.8255000000000017;yes
415;CHEMBL3913995;nM;7.8;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc3c(c2)C=CS3(=O)=O)cn1C(C)C;8.10790539730952;498.142484688;5;1;5.030220000000004;yes
418;CHEMBL3956534;nM;8.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NS(C)(=O)=O)cc2)cn1C(C)C;8.096910013008056;565.151669468;6;1;4.688520000000004;yes
421;CHEMBL3971464;nM;8.0;CN1CCC(NC(=O)c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)CC1;8.096910013008056;551.214424416;5;1;4.631180000000003;yes
423;CHEMBL3978867;nM;8.1;CCN1CCN(C(=O)c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)CC1;8.09151498112135;551.214424416;5;0;4.5848800000000045;yes
424;CHEMBL4114624;nM;8.1;C[S+]([O-])c1cc(C#N)ccc1[C@H]1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1C(=O)CC2;8.09151498112135;459.08644703199997;4;1;4.2023800000000024;yes
425;CHEMBL3906612;nM;8.1;CN1C(=O)N(c2cncc(Cl)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O;8.09151498112135;456.065903704;6;0;3.240280000000002;yes
426;CHEMBL3910732;nM;8.1;COC[C@H](C)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)c(=O)c(-c2cccc(C(F)F)c2)c1C;8.09151498112135;518.168699436;6;1;4.302220000000004;yes
427;CHEMBL558846;nM;8.1;CCc1cccc2nc(-c3cccnc3N3CCN(C)CC3)oc(=O)c12;8.09151498112135;350.17427594399993;6;0;2.5642000000000005;yes
428;CHEMBL3968538;nM;8.3;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)N2CCN3CCCC3C2)cc1;8.080921907623924;563.214424416;5;0;4.483980000000004;yes
429;CHEMBL3951312;nM;8.4;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NC1CCOCC1;8.075720713938116;538.18278994;5;1;4.7159800000000045;yes
430;CHEMBL564055;nM;8.5;CCc1cccc2nc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)oc(=O)c12;8.070581074285707;433.247775232;7;0;3.028600000000001;yes
431;CHEMBL3893560;nM;8.6;Cc1cc(-n2cc(C(=O)NCc3ccc(S(C)(=O)=NC#N)cc3)c(=O)c(-c3cccc(C(F)(F)F)c3)c2C)no1;8.065501548756432;569.134459844;8;1;4.995920000000004;yes
432;CHEMBL565173;nM;8.6;CCc1cccc2nc(-c3cccnc3N3CCC(C(=O)O)CC3)oc(=O)c12;8.065501548756432;379.15320615199994;6;1;3.1134000000000004;yes
433;CHEMBL3910592;nM;8.7;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1-c1ccn(C)n1;8.060480747381384;491.1569095400001;5;0;5.207680000000005;yes
434;CHEMBL3939005;nM;8.7;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)N2CCN(C3CC3)CC2)cc1;8.060480747381384;563.214424416;5;0;4.483980000000004;yes
435;CHEMBL3917643;nM;8.8;CN1C(=O)N(c2cncc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O;8.05551732784983;490.09226068399994;6;0;3.605680000000003;yes
436;CHEMBL3926771;nM;8.8;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCN(C2CC2)CC1;8.05551732784983;565.2300744800001;5;0;4.973380000000006;yes
437;CHEMBL3954338;nM;8.9;CC[S+]([O-])c1cc(C#N)ccc1[C@@H]1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1C(=O)CC2;8.050609993355089;473.10209709599997;4;1;4.592480000000003;yes
439;CHEMBL3943081;nM;9.0;COC[C@H](C)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1C;8.045757490560675;536.159277624;6;1;4.383420000000004;yes
440;CHEMBL3921631;nM;9.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc([S+](C)[O-])cc2)cn1C(C)C;8.045757490560675;490.1537983200001;4;1;5.090820000000004;yes
442;CHEMBL3962375;nM;9.1;CC(C(=O)NCCO)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.040958607678906;512.167139876;5;2;3.674380000000002;yes
443;CHEMBL3890309;nM;9.1;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)NCC2CCOC2)cc1;8.040958607678906;538.18278994;5;1;4.330080000000003;yes
444;CHEMBL3934000;nM;9.3;CS(=O)(=O)N1C(=O)N(c2cccc(C(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1Cl;8.031517051446064;491.051811112;5;0;4.7091800000000035;yes
445;CHEMBL3953171;nM;9.4;C[S+]([O-])c1cc(C#N)ccc1[C@@H]1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1C(=O)CC2;8.0268721464003;459.08644703199997;4;1;4.2023800000000024;yes
446;CHEMBL3964780;nM;9.4;CN1C(=O)N(c2cccc(C(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.0268721464003;393.12888322400005;3;0;4.725980000000004;yes
447;CHEMBL3973416;nM;9.4;Cc1cc(-n2cc(C(=O)NCc3ccc(S(C)(=O)=NC#N)cc3)c(=O)c(-c3cccc(C(F)(F)F)c3)c2C)on1;8.0268721464003;569.134459844;8;1;4.995920000000004;yes
448;CHEMBL3978243;nM;9.5;COc1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.022276394711152;441.130026096;4;0;4.815780000000004;yes
449;CHEMBL3937142;nM;9.5;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCC(C)(C)O;8.022276394711152;526.18278994;5;2;4.307880000000005;yes
450;CHEMBL3945537;nM;9.5;CN1C(=O)N(c2cc(C(F)(F)F)ccn2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O;8.022276394711152;490.09226068399994;6;0;3.605680000000003;yes
451;CHEMBL3901620;nM;9.5;Cc1nnc(CNC(=O)CN2C(=O)N(c3cccc(C(F)(F)F)c3)C3=C(C(=O)CC3)C2c2ccc(C#N)cc2)o1;8.022276394711152;550.1576378120001;7;1;4.185200000000003;yes
452;CHEMBL3915980;nM;9.7;CS(=O)(=O)c1cc(C#N)ccc1C1NC(=O)N(c2cccc(C(F)F)c2)C2=C1C(=O)CC2;8.013228265733755;457.090783464;5;1;3.7872800000000018;yes
453;CHEMBL3951195;nM;9.7;CN1CC(CNC(=O)CN2C(=O)N(c3cccc(C(F)(F)F)c3)C3=C(C(=O)CC3)C2c2ccc(C#N)cc2)CC1=O;8.013228265733755;565.1936889720001;5;1;3.771880000000003;yes
454;CHEMBL3944242;nM;9.7;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)NCC2CCOCC2)cc1;8.013228265733755;552.198440004;5;1;4.720180000000004;yes
455;CHEMBL3986983;nM;9.8;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCc2nocc2C1;8.008773924307505;561.162388844;6;0;4.993680000000006;yes
456;CHEMBL3950337;nM;10.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc([S+](C)[O-])cc2)cn1C(C)C;8.0;472.16322013200005;4;1;5.009620000000004;yes
457;CHEMBL4112233;nM;10.0;CC[C@@H](C)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)c(-c2cccc(C(F)F)c2)c1C;8.0;503.169033784;6;1;4.460820000000004;yes
458;CHEMBL4113199;nM;10.0;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N[C@@H]1c1ccc(C#N)cc1S(C)(=O)=O;8.0;477.09701171599994;5;1;4.114480000000004;yes
459;CHEMBL3642658;nM;10.0;CN1CC2=C(C(=O)N1)C(c1ccc(C#N)cc1C(F)(F)F)NC(=O)N2c1cccc(C(F)(F)F)c1;8.0;495.11299404000005;4;2;4.097480000000003;yes
